condition,run,timestep,action_index,value
RANDOM_NOISE,0,18,10,-2.002161979675293
RANDOM_NOISE,0,18,11,-1.4623162746429443
RANDOM_NOISE,0,18,12,-1.211080551147461
RANDOM_NOISE,0,18,13,0.008507326245307922
RANDOM_NOISE,0,18,14,0.9573683738708496
RANDOM_NOISE,0,18,15,0.9927540421485901
RANDOM_NOISE,0,19,0,0.2711125612258911
RANDOM_NOISE,0,19,1,-1.1223509311676025
RANDOM_NOISE,0,19,2,-0.2537541687488556
RANDOM_NOISE,0,19,3,-2.005807399749756
RANDOM_NOISE,0,19,4,1.3123879432678223
RANDOM_NOISE,0,19,5,-1.1291563510894775
RANDOM_NOISE,0,19,6,-0.09270341694355011
RANDOM_NOISE,0,19,7,0.1658387929201126
RANDOM_NOISE,0,19,8,1.1589301824569702
RANDOM_NOISE,0,19,9,0.17975319921970367
RANDOM_NOISE,0,19,10,-2.0055243968963623
RANDOM_NOISE,0,19,11,-1.4616152048110962
RANDOM_NOISE,0,19,12,-1.2040753364562988
RANDOM_NOISE,0,19,13,-0.006005868315696716
RANDOM_NOISE,0,19,14,0.9590787887573242
RANDOM_NOISE,0,19,15,1.0002679824829102
RANDOM_NOISE,0,20,0,0.27607372403144836
RANDOM_NOISE,0,20,1,-1.1320894956588745
RANDOM_NOISE,0,20,2,-0.2656673491001129
RANDOM_NOISE,0,20,3,-2.0168166160583496
RANDOM_NOISE,0,20,4,1.298129677772522
RANDOM_NOISE,0,20,5,-1.1304824352264404
RANDOM_NOISE,0,20,6,-0.09957714378833771
RANDOM_NOISE,0,20,7,0.1464909166097641
RANDOM_NOISE,0,20,8,1.1597009897232056
RANDOM_NOISE,0,20,9,0.17097555100917816
RANDOM_NOISE,0,20,10,-1.996936321258545
RANDOM_NOISE,0,20,11,-1.4805570840835571
RANDOM_NOISE,0,20,12,-1.2113134860992432
RANDOM_NOISE,0,20,13,0.002956986427307129
RANDOM_NOISE,0,20,14,0.9501837491989136
RANDOM_NOISE,0,20,15,0.993547797203064
RANDOM_NOISE,0,21,0,0.26420390605926514
RANDOM_NOISE,0,21,1,-1.1279078722000122
RANDOM_NOISE,0,21,2,-0.25471583008766174
RANDOM_NOISE,0,21,3,-2.0090086460113525
RANDOM_NOISE,0,21,4,1.3098108768463135
RANDOM_NOISE,0,21,5,-1.13664710521698
RANDOM_NOISE,0,21,6,-0.1022157073020935
RANDOM_NOISE,0,21,7,0.1285468488931656
RANDOM_NOISE,0,21,8,1.159015417098999
RANDOM_NOISE,0,21,9,0.13955458998680115
RANDOM_NOISE,0,21,10,-1.99363374710083
RANDOM_NOISE,0,21,11,-1.5143357515335083
RANDOM_NOISE,0,21,12,-1.2191169261932373
RANDOM_NOISE,0,21,13,0.017908155918121338
RANDOM_NOISE,0,21,14,0.9457273483276367
RANDOM_NOISE,0,21,15,0.9878348708152771
RANDOM_NOISE,0,22,0,0.2658924460411072
RANDOM_NOISE,0,22,1,-1.125327467918396
RANDOM_NOISE,0,22,2,-0.25674206018447876
RANDOM_NOISE,0,22,3,-2.013228178024292
RANDOM_NOISE,0,22,4,1.3103636503219604
RANDOM_NOISE,0,22,5,-1.133263349533081
RANDOM_NOISE,0,22,6,-0.09207461774349213
RANDOM_NOISE,0,22,7,0.11475659906864166
RANDOM_NOISE,0,22,8,1.150583267211914
RANDOM_NOISE,0,22,9,0.12823548913002014
RANDOM_NOISE,0,22,10,-1.9937219619750977
RANDOM_NOISE,0,22,11,-1.5199406147003174
RANDOM_NOISE,0,22,12,-1.2228543758392334
RANDOM_NOISE,0,22,13,0.011864185333251953
RANDOM_NOISE,0,22,14,0.9458897113800049
RANDOM_NOISE,0,22,15,0.9928746223449707
RANDOM_NOISE,0,23,0,0.26553890109062195
RANDOM_NOISE,0,23,1,-1.1287940740585327
RANDOM_NOISE,0,23,2,-0.2531769573688507
RANDOM_NOISE,0,23,3,-2.0105528831481934
RANDOM_NOISE,0,23,4,1.3033597469329834
RANDOM_NOISE,0,23,5,-1.1329643726348877
RANDOM_NOISE,0,23,6,-0.08922421932220459
RANDOM_NOISE,0,23,7,0.10912777483463287
RANDOM_NOISE,0,23,8,1.1484119892120361
RANDOM_NOISE,0,23,9,0.1346220076084137
RANDOM_NOISE,0,23,10,-1.993960976600647
RANDOM_NOISE,0,23,11,-1.5205795764923096
RANDOM_NOISE,0,23,12,-1.2131234407424927
RANDOM_NOISE,0,23,13,-0.01871447265148163
RANDOM_NOISE,0,23,14,0.959074854850769
RANDOM_NOISE,0,23,15,0.9922976493835449
RANDOM_NOISE,0,24,0,0.26252198219299316
RANDOM_NOISE,0,24,1,-1.131289005279541
RANDOM_NOISE,0,24,2,-0.25503847002983093
RANDOM_NOISE,0,24,3,-2.0168137550354004
RANDOM_NOISE,0,24,4,1.298384189605713
RANDOM_NOISE,0,24,5,-1.1338844299316406
RANDOM_NOISE,0,24,6,-0.08871152997016907
RANDOM_NOISE,0,24,7,0.1240057498216629
RANDOM_NOISE,0,24,8,1.1435842514038086
RANDOM_NOISE,0,24,9,0.13880138099193573
RANDOM_NOISE,0,24,10,-1.9870030879974365
RANDOM_NOISE,0,24,11,-1.5011684894561768
RANDOM_NOISE,0,24,12,-1.1809154748916626
RANDOM_NOISE,0,24,13,-0.03405797481536865
RANDOM_NOISE,0,24,14,0.9546970129013062
RANDOM_NOISE,0,24,15,0.9814170002937317
RANDOM_NOISE,0,25,0,0.25517579913139343
RANDOM_NOISE,0,25,1,-1.1282777786254883
RANDOM_NOISE,0,25,2,-0.2598578631877899
RANDOM_NOISE,0,25,3,-2.0137219429016113
RANDOM_NOISE,0,25,4,1.2976988554000854
RANDOM_NOISE,0,25,5,-1.1331080198287964
RANDOM_NOISE,0,25,6,-0.09563581645488739
RANDOM_NOISE,0,25,7,0.13273261487483978
RANDOM_NOISE,0,25,8,1.1497513055801392
RANDOM_NOISE,0,25,9,0.13757704198360443
RANDOM_NOISE,0,25,10,-1.9835851192474365
RANDOM_NOISE,0,25,11,-1.4921660423278809
RANDOM_NOISE,0,25,12,-1.1625208854675293
RANDOM_NOISE,0,25,13,-0.03571680188179016
RANDOM_NOISE,0,25,14,0.9527623653411865
RANDOM_NOISE,0,25,15,0.9833642840385437
RANDOM_NOISE,0,26,0,0.25522366166114807
RANDOM_NOISE,0,26,1,-1.1258089542388916
RANDOM_NOISE,0,26,2,-0.25196272134780884
RANDOM_NOISE,0,26,3,-2.0084667205810547
RANDOM_NOISE,0,26,4,1.3001272678375244
RANDOM_NOISE,0,26,5,-1.1260987520217896
RANDOM_NOISE,0,26,6,-0.0912199318408966
RANDOM_NOISE,0,26,7,0.13436003029346466
RANDOM_NOISE,0,26,8,1.1605126857757568
RANDOM_NOISE,0,26,9,0.14625141024589539
RANDOM_NOISE,0,26,10,-1.989730715751648
RANDOM_NOISE,0,26,11,-1.4813013076782227
RANDOM_NOISE,0,26,12,-1.1685901880264282
RANDOM_NOISE,0,26,13,-0.028403162956237793
RANDOM_NOISE,0,26,14,0.9530389308929443
RANDOM_NOISE,0,26,15,0.9930289387702942
RANDOM_NOISE,0,27,0,0.26203474402427673
RANDOM_NOISE,0,27,1,-1.1330535411834717
RANDOM_NOISE,0,27,2,-0.26131904125213623
RANDOM_NOISE,0,27,3,-2.0136215686798096
RANDOM_NOISE,0,27,4,1.3014663457870483
RANDOM_NOISE,0,27,5,-1.1325355768203735
RANDOM_NOISE,0,27,6,-0.08664783835411072
RANDOM_NOISE,0,27,7,0.10851369798183441
RANDOM_NOISE,0,27,8,1.169688105583191
RANDOM_NOISE,0,27,9,0.12282082438468933
RANDOM_NOISE,0,27,10,-1.9858299493789673
RANDOM_NOISE,0,27,11,-1.4976093769073486
RANDOM_NOISE,0,27,12,-1.1728347539901733
RANDOM_NOISE,0,27,13,0.014061689376831055
RANDOM_NOISE,0,27,14,0.944853663444519
RANDOM_NOISE,0,27,15,0.989579439163208
RANDOM_NOISE,0,28,0,0.2546333372592926
RANDOM_NOISE,0,28,1,-1.1382250785827637
RANDOM_NOISE,0,28,2,-0.25242507457733154
RANDOM_NOISE,0,28,3,-2.0138392448425293
RANDOM_NOISE,0,28,4,1.3043248653411865
RANDOM_NOISE,0,28,5,-1.1334205865859985
RANDOM_NOISE,0,28,6,-0.10246396064758301
RANDOM_NOISE,0,28,7,0.09106925129890442
RANDOM_NOISE,0,28,8,1.172599196434021
RANDOM_NOISE,0,28,9,0.09972508251667023
RANDOM_NOISE,0,28,10,-1.9783368110656738
RANDOM_NOISE,0,28,11,-1.5144069194793701
RANDOM_NOISE,0,28,12,-1.1845650672912598
RANDOM_NOISE,0,28,13,0.02154301106929779
RANDOM_NOISE,0,28,14,0.9454250931739807
RANDOM_NOISE,0,28,15,0.98597252368927
RANDOM_NOISE,0,29,0,0.25245749950408936
RANDOM_NOISE,0,29,1,-1.130220890045166
RANDOM_NOISE,0,29,2,-0.2618914842605591
RANDOM_NOISE,0,29,3,-2.0142862796783447
RANDOM_NOISE,0,29,4,1.3058322668075562
RANDOM_NOISE,0,29,5,-1.1335115432739258
RANDOM_NOISE,0,29,6,-0.09311626851558685
RANDOM_NOISE,0,29,7,0.03571951389312744
RANDOM_NOISE,0,29,8,1.1755398511886597
RANDOM_NOISE,0,29,9,0.035483554005622864
RANDOM_NOISE,0,29,10,-1.9631024599075317
RANDOM_NOISE,0,29,11,-1.5409691333770752
RANDOM_NOISE,0,29,12,-1.2096068859100342
RANDOM_NOISE,0,29,13,0.05851204693317413
RANDOM_NOISE,0,29,14,0.9462259411811829
RANDOM_NOISE,0,29,15,0.9897735118865967
RANDOM_NOISE,0,30,0,0.2634750008583069
RANDOM_NOISE,0,30,1,-1.1360392570495605
RANDOM_NOISE,0,30,2,-0.251781165599823
RANDOM_NOISE,0,30,3,-2.0122783184051514
RANDOM_NOISE,0,30,4,1.303318977355957
RANDOM_NOISE,0,30,5,-1.1305218935012817
RANDOM_NOISE,0,30,6,-0.0937303751707077
RANDOM_NOISE,0,30,7,-0.0023394376039505005
RANDOM_NOISE,0,30,8,1.1692900657653809
RANDOM_NOISE,0,30,9,0.013058219105005264
RANDOM_NOISE,0,30,10,-1.9572029113769531
RANDOM_NOISE,0,30,11,-1.5501227378845215
RANDOM_NOISE,0,30,12,-1.1966546773910522
RANDOM_NOISE,0,30,13,0.05292850732803345
RANDOM_NOISE,0,30,14,0.945842981338501
RANDOM_NOISE,0,30,15,0.9912428855895996
RANDOM_NOISE,0,31,0,0.2608126699924469
RANDOM_NOISE,0,31,1,-1.1252743005752563
RANDOM_NOISE,0,31,2,-0.2609233856201172
RANDOM_NOISE,0,31,3,-2.01356840133667
RANDOM_NOISE,0,31,4,1.2997636795043945
RANDOM_NOISE,0,31,5,-1.1372817754745483
RANDOM_NOISE,0,31,6,-0.09114253520965576
RANDOM_NOISE,0,31,7,-0.043903984129428864
RANDOM_NOISE,0,31,8,1.1750738620758057
RANDOM_NOISE,0,31,9,0.00011606886982917786
RANDOM_NOISE,0,31,10,-1.9560916423797607
RANDOM_NOISE,0,31,11,-1.5689435005187988
RANDOM_NOISE,0,31,12,-1.203608512878418
RANDOM_NOISE,0,31,13,0.0609193816781044
RANDOM_NOISE,0,31,14,0.9481579065322876
RANDOM_NOISE,0,31,15,0.9954586029052734
RANDOM_NOISE,0,32,0,0.2570793032646179
RANDOM_NOISE,0,32,1,-1.1298872232437134
RANDOM_NOISE,0,32,2,-0.24830645322799683
RANDOM_NOISE,0,32,3,-2.009096145629883
RANDOM_NOISE,0,32,4,1.2993764877319336
RANDOM_NOISE,0,32,5,-1.132291316986084
RANDOM_NOISE,0,32,6,-0.09352186322212219
RANDOM_NOISE,0,32,7,-0.029185347259044647
RANDOM_NOISE,0,32,8,1.173585295677185
RANDOM_NOISE,0,32,9,0.002278469502925873
RANDOM_NOISE,0,32,10,-1.9552809000015259
RANDOM_NOISE,0,32,11,-1.568505048751831
RANDOM_NOISE,0,32,12,-1.221769094467163
RANDOM_NOISE,0,32,13,0.06226562708616257
RANDOM_NOISE,0,32,14,0.9465196132659912
RANDOM_NOISE,0,32,15,0.9865889549255371
RANDOM_NOISE,0,33,0,0.25211775302886963
