num_steps,stage,scope,metric,value
20,robot_unit,left_arm,oscillation_ratio,0.27058823529411763
20,robot_unit,gripper,across_run_std_mean,0.0
20,robot_unit,gripper,across_run_std_median,0.0
20,robot_unit,gripper,across_run_std_p90,0.0
20,robot_unit,gripper,across_run_std_p95,0.0
20,robot_unit,gripper,across_run_std_p99,0.0
20,robot_unit,gripper,across_run_std_min,0.0
20,robot_unit,gripper,across_run_std_max,0.0
20,robot_unit,gripper,within_chunk_delta_mean,0.0074388810566493446
20,robot_unit,gripper,within_chunk_delta_median,0.007467389106750488
20,robot_unit,gripper,within_chunk_delta_p90,0.013038754463195806
20,robot_unit,gripper,within_chunk_delta_p95,0.017744970321655274
20,robot_unit,gripper,within_chunk_delta_p99,0.01873176574707031
20,robot_unit,gripper,within_chunk_delta_min,0.0005121231079101562
20,robot_unit,gripper,within_chunk_delta_max,0.019094228744506836
20,robot_unit,gripper,within_chunk_second_delta_mean,0.012426171451807022
20,robot_unit,gripper,within_chunk_second_delta_median,0.01006019115447998
20,robot_unit,gripper,within_chunk_second_delta_p90,0.02100498676300049
20,robot_unit,gripper,within_chunk_second_delta_p95,0.024007675051689145
20,robot_unit,gripper,within_chunk_second_delta_p99,0.03147911489009858
20,robot_unit,gripper,within_chunk_second_delta_min,0.0024511218070983887
20,robot_unit,gripper,within_chunk_second_delta_max,0.036088764667510986
20,robot_unit,gripper,oscillation_ratio,0.9230769230769231
20,robot_unit,arms,across_run_std_mean,0.0
20,robot_unit,arms,across_run_std_median,0.0
20,robot_unit,arms,across_run_std_p90,0.0
20,robot_unit,arms,across_run_std_p95,0.0
20,robot_unit,arms,across_run_std_p99,0.0
20,robot_unit,arms,across_run_std_min,0.0
20,robot_unit,arms,across_run_std_max,0.0
20,robot_unit,arms,within_chunk_delta_mean,0.022755204680926944
20,robot_unit,arms,within_chunk_delta_median,0.019144266843795776
20,robot_unit,arms,within_chunk_delta_p90,0.039350607991218575
20,robot_unit,arms,within_chunk_delta_p95,0.0439354807138443
20,robot_unit,arms,within_chunk_delta_p99,0.0467931467294693
20,robot_unit,arms,within_chunk_delta_min,0.007772564888000488
20,robot_unit,arms,within_chunk_delta_max,0.04730738699436188
20,robot_unit,arms,within_chunk_second_delta_mean,0.02526092346912871
20,robot_unit,arms,within_chunk_second_delta_median,0.02407403290271759
20,robot_unit,arms,within_chunk_second_delta_p90,0.036575353145599364
20,robot_unit,arms,within_chunk_second_delta_p95,0.04087053686380386
20,robot_unit,arms,within_chunk_second_delta_p99,0.04573498487472535
20,robot_unit,arms,within_chunk_second_delta_min,0.012903332710266113
